"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ASSAULTCORR","ASSAULTOTRSTAFFF","DEATHSTAFFYN","ADPF","ADP","DESIGNWT","FINALWT","year"
"771","JEFFERSON DAVIS PARISH JAIL",9,0,0,0,0,-9,1,62,5.5377,6.5925,"2013"
"772","FORD COUNTY SHERIFF'S OFFICE JAIL",9,0,0,0,0,-9,1,40,5.5377,6.5925,"2013"
"773","COOS COUNTY DEPT OF CORRECTION",5,0,0,0,0,-9,0,36,11.3636,12.49996,"2013"
"774","MONTGOMERY COUNTY JAIL",8,0,0,0,0,-9,0,96,2.7519,3.0174342,"2013"
"775","EFFINGHAM COUNTY JAIL",9,0,0,0,0,-9,0,45,5.5377,6.5925,"2013"
"776","OTTAWA COUNTY DETENTION CENTER",9,0,0,0,0,-9,1,32,5.5377,6.5925,"2013"
"777","MARIPOSA COUNTY ADULT DETENTION FACILITY",9.1,0,0,0,0,-9,0,45,5.5377,1.1111111,"2013"
"778","PACIFIC COUNTY JAIL",10,0,0,0,0,-9,1,40,15.7,18.4304348,"2013"
"779","ROCKBRIDGE COUNTY REGIONAL JAIL",12,10,39,0,0,-9,0,109,1,1.0769231,"2013"
"780","ALLEGHENY REGIONAL JAIL",12,5,23,0,0,-9,5,85,1,1.0769231,"2013"
"781","NOLAN COUNTY JAIL",9,0,0,0,0,-9,1,41,5.5377,6.5925,"2013"
"782","GEM COUNTY JAIL",9,0,0,0,0,-9,1,40,5.5377,6.5925,"2013"
"783","JOHNSON COUNTY JAIL",10,0,0,0,0,-9,0,39,15.7,18.4304348,"2013"
"784","Trinity County Sheriffs Office",9.1,0,0,0,0,-9,0,59,-9,1.1111111,"2013"
"785","ROBERTSON COUNTY JAIL",10,0,0,0,0,-9,0,26,15.7,18.4304348,"2013"
"786","WASHINGTON COUNTY JAIL",9,0,0,0,0,-9,0,78,5.5377,6.5925,"2013"
"787","CHURCHILL COUNTY JAIL",9,0,0,0,0,-9,0,43,5.5377,6.5925,"2013"
"788","RUSK COUNTY JAIL",9,0,0,0,0,-9,0,38,5.5377,6.5925,"2013"
"789","DALLAM-HARTLEY REGIONAL JAIL",12,3,16,0,0,-9,5,17,1,1.0769231,"2013"
"790","FORT PAYNE CITY JAIL",10,0,0,0,0,-9,0,12,15.7,18.4304348,"2013"
"791","JEFFERSON COUNTY JAIL",9,0,0,0,0,-9,0,44,5.5377,6.5925,"2013"
"792","COMMUNITY CORRECTIONS CENTER - GOODWILL",1,4,9,0,0,-9,0,35,1,1.0695652,"2013"
"793","CARLTON COUNTY JAIL",9,0,0,0,0,-9,0,56,5.5377,6.5925,"2013"
"794","BROWN COUNTY JAIL",9,0,0,0,0,-9,1,44,5.5377,6.5925,"2013"
"795","GOLIAD COUNTY JAIL",5,0,0,0,0,-9,0,23,11.3636,12.49996,"2013"
"796","ANSON COUNTY JAIL",5,0,0,0,0,-9,0,51,11.3636,12.49996,"2013"
"797","MORGAN COUNTY JAIL",9,0,0,0,0,-9,1,32,5.5377,6.5925,"2013"
"798","Modoc County Sheriffs Office",10.1,0,0,0,0,-9,1,26,-9,1,"2013"
"799","WINNER CITY JAIL",9,0,0,0,0,-9,0,93,5.5377,6.5925,"2013"
"800","TROUSDALE COUNTY JAIL",9,0,0,0,0,-9,0,48,5.5377,6.5925,"2013"
"801","CRENSHAW COUNTY JAIL",9,0,0,0,0,-9,0,45,5.5377,6.5925,"2013"
"802","TETON COUNTY JAIL",10,0,0,0,0,-9,0,23,15.7,18.4304348,"2013"
"803","Mono County Sheriffs Office",10.1,0,0,0,0,-9,0,35,-9,1,"2013"
"804","Alhambra City Jail",10.1,0,0,0,0,-9,1,5,-9,1,"2013"
"805","MIAMI COUNTY JAIL",2,0,0,0,0,-9,0,105,2.4167,2.4857486,"2013"
"806","BENTON COUNTY JAIL",10,0,0,0,0,-9,0,23,15.7,18.4304348,"2013"
"807","YUMA COUNTY JAIL",10,0,0,0,0,-9,0,33,15.7,18.4304348,"2013"
"808","CALHOUN COUNTY JAIL",10,0,0,0,0,-9,0,30,15.7,18.4304348,"2013"
"809","HARRISON COUNTY JAIL",7,0,0,0,0,-9,1,21,1.4136,1.5742364,"2013"
"810","JENNINGS CITY JAIL",9,0,0,0,0,-9,0,31,5.5377,6.5925,"2013"
"811","SCOTTSBORO CITY JAIL",10,0,0,0,0,-9,0,4,15.7,18.4304348,"2013"
"812","HUGHES COUNTY JAIL",10,0,0,0,0,-9,0,59,15.7,18.4304348,"2013"
"813","UNION COUNTY JAIL",9,0,0,0,0,-9,0,36,5.5377,6.5925,"2013"
"814","MADISON PARISH JAIL",1,1,3,0,0,-9,0,28,1,1.0695652,"2013"
"815","TYLER COUNTY JAIL",10,0,0,0,0,-9,0,34,15.7,18.4304348,"2013"
"816","HAMILTON COUNTY JAIL",10,0,0,0,0,-9,0,6,15.7,18.4304348,"2013"
"817","CATAHOULA PARISH JAIL",1,2,6,0,0,-9,1,24,1,1.0695652,"2013"
"818","CAMERON PARISH JAIL",10,0,0,0,0,-9,0,15,15.7,18.4304348,"2013"
"819","BURNETT COUNTY LAW ENFORCEMENT CENTER",9,0,0,0,0,-9,0,28,5.5377,6.5925,"2013"
"820","ALCONA COUNTY JAIL",10,0,0,0,0,-9,0,20,15.7,18.4304348,"2013"
"821","CAPE GIRARDEAU CITY JAIL",10,0,0,0,0,-9,1,18,15.7,18.4304348,"2013"
"822","WEXFORD COUNTY SHERIFF'S DEPT. JAIL",5,0,0,0,0,-9,0,38,11.3636,12.49996,"2013"
"823","VILLE PLATTE CITY JAIL",5,0,0,0,0,-9,1,24,11.3636,12.49996,"2013"
"824","MENARD COUNTY JAIL",10,0,0,0,0,-9,1,22,15.7,18.4304348,"2013"
"825","MINERAL COUNTY LAW ENFORCEMENT CENTER",10,0,0,0,0,-9,1,7,15.7,18.4304348,"2013"
"826","PRAIRIE COUNTY JAIL",10,0,0,0,0,-9,0,24,15.7,18.4304348,"2013"
"827","CLINTON COUNTY SHERIFF'S OFFICE JAIL",10,0,0,0,0,-9,0,18,15.7,18.4304348,"2013"
"828","BUFFALO COUNTY JAIL",10,0,0,0,0,-9,0,16,15.7,18.4304348,"2013"
"829","ESSEX COUNTY WOMEN IN TRANSITION",1,0,18,0,0,-9,0,23,1,1.0695652,"2013"
"830","MERCER COUNTY JAIL",10,0,0,0,0,-9,0,18,15.7,18.4304348,"2013"
"831","OSAGE COUNTY SHERIFF'S DEPT JAIL",10,0,0,0,0,-9,1,12,15.7,18.4304348,"2013"
"832","STRONGSVILLE CITY JAIL",10,0,0,0,0,-9,0,4,15.7,18.4304348,"2013"
"833","GALLIA COUNTY JAIL",10,0,0,0,0,-9,1,19,15.7,18.4304348,"2013"
"834","EAST CLEVELAND CITY JAIL",10,0,0,0,0,-9,0,15,15.7,18.4304348,"2013"
"835","MOORE COUNTY JAIL",10,0,0,0,0,-9,0,19,15.7,18.4304348,"2013"
"836","RUSSELL COUNTY JAIL",10,0,0,0,0,-9,0,16,15.7,18.4304348,"2013"
"837","ESMERALDA COUNTY JAIL",10,0,0,0,0,-9,1,5,15.7,18.4304348,"2013"
"838","EUREKA COUNTY JUSTICE FACILITY",10,0,0,0,0,-9,0,4,15.7,18.4304348,"2013"
"839","IDABEL CITY JAIL",10,0,0,0,0,-9,0,2,15.7,18.4304348,"2013"
"840","CLAY COUNTY JAIL",10,0,0,0,0,-9,0,13,15.7,18.4304348,"2013"
"841","Seal Beach Police Department Detention Center",10.1,0,0,0,0,-9,1,13,-9,1,"2013"
"842","CLAY COUNTY JAIL",5,0,0,0,0,-9,0,12,11.3636,12.49996,"2013"
"843","PIERCE COUNTY JAIL",10,0,0,0,0,-9,1,10,15.7,18.4304348,"2013"
"844","SABINE COUNTY JAIL",10,0,0,0,0,-9,0,15,15.7,18.4304348,"2013"
"845","KNOX COUNTY JAIL",10,0,0,0,0,-9,0,6,15.7,18.4304348,"2013"
"846","NEWTON COUNTY JAIL",7,0,0,0,0,-9,1,17,1.4136,1.5742364,"2013"
"847","KNOX COUNTY JAIL",10,0,0,0,0,-9,1,9,15.7,18.4304348,"2013"
"848","Sierra County Sheriffs Office",10.1,0,0,0,0,-9,0,5,-9,1,"2013"
"849","KINGMAN COUNTY LAW ENFORCEMENT CENTER",10,0,0,0,0,-9,1,9,15.7,18.4304348,"2013"
"850","Geo Group, Inc. (MONTEBELLO CITY JAIL)",5.1,0,0,0,0,-9,1,5,-9,1,"2013"
"851","BRINKLEY CITY JAIL",10,0,0,0,0,-9,1,8,15.7,18.4304348,"2013"
"852","SCHLEY COUNTY DETENTION CENTER",10,0,0,0,0,-9,1,7,15.7,18.4304348,"2013"
"853","GRANITE COUNTY JAIL",10,0,0,0,0,-9,0,1,15.7,18.4304348,"2013"
"854","SCOTLAND COUNTY JAIL",10,0,0,0,0,-9,0,5,15.7,18.4304348,"2013"
"855","THAYER COUNTY JAIL",10,0,0,0,0,-9,0,5,15.7,18.4304348,"2013"
"856","DICKENS COUNTY JAIL",7,0,0,0,0,-9,1,3,1.4136,1.5742364,"2013"
"857","CABOT CITY JAIL",10,0,0,0,0,-9,0,4,15.7,18.4304348,"2013"
"858","ADAMS COUNTY JAIL",10,0,0,0,0,-9,0,1,15.7,18.4304348,"2013"
"859","CHASE COUNTY JAIL",10,0,0,0,0,-9,0,3,15.7,18.4304348,"2013"
"860","CHEROKEE COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,125,2.7519,3.01743412,"2014"
"861","CHILTON COUNTY JAIL",7,0,0,0,0,-9,0,170,1.4136,1.587581515,"2014"
"862","CLARKE COUNTY JAIL",9,0,0,0,0,2,0,200,5.5377,5.768437862,"2014"
"863","COFFEE COUNTY JAIL",8,0,0,0,0,-9,0,128,2.7519,3.01743412,"2014"
"864","COOSA COUNTY JAIL",9,0,0,0,0,2,1,38,5.5377,5.768437862,"2014"
"865","COVINGTON COUNTY JAIL",8,0,0,0,0,2,0,211,2.7519,3.01743412,"2014"
"866","CRENSHAW COUNTY JAIL",9,0,0,0,0,2,1,50,5.5377,5.768437862,"2014"
"867","ELMORE COUNTY JAIL",7,0,0,0,0,-9,0,229,1.4136,1.587581515,"2014"
"868","ETOWAH COUNTY DETENTION CENTER",1,3,96,0,0,2,0,774,1,1.078947425,"2014"
"869","HALE COUNTY JAIL",9,0,0,0,0,-9,1,40,5.5377,5.768437862,"2014"
"870","HOUSTON COUNTY JAIL",7,0,0,0,0,-9,0,354,1.4136,1.587581515,"2014"
"871","JEFFERSON COUNTY",1,20,153,3,0,2,0,1159,1,1.078947425,"2014"
"872","MADISON COUNTY DETENTION FACILITY",1,25,82,0,8,2,1,927,1,1.078947425,"2014"
"873","MOBILE COUNTY JAIL",1,56,241,0,0,2,0,120,1,1.078947425,"2014"
"874","MONTGOMERY COUNTY DETENTION FACILITY",1,31,187,0,0,2,0,580,1,1.078947425,"2014"
"875","RANDOLPH COUNTY JAIL",9,0,0,0,0,-9,1,60,5.5377,5.768437862,"2014"
"876","RUSSELL COUNTY JAIL",2,0,0,0,0,-9,0,329,2.4167,2.416699886,"2014"
"877","TALLEDEGA COUNTY JAIL",7,0,0,0,0,-9,1,273,1.4136,1.587581515,"2014"
"878","TUSCALOOSA COUNTY JAIL",1,14,86,0,0,2,0,643,1,1.078947425,"2014"
"879","WALKER COUNTY JAIL",8,0,0,0,0,2,0,270,2.7519,3.01743412,"2014"
"880","FORT PAYNE CITY JAIL",10,0,0,0,0,-9,0,13,15.7,16.98163223,"2014"
"881","DOTHAN CITY JAIL",9,0,0,0,0,-9,0,69,5.5377,5.768437862,"2014"
"882","SCOTTSBORO CITY JAIL",10,0,0,0,0,-9,1,22,15.7,16.98163223,"2014"
"883","HOOVER CITY JAIL",9,0,0,0,0,2,0,63,5.5377,5.768437862,"2014"
"884","COCONINO COUNTY JAIL",1,40,141,0,0,2,0,341,1,1.078947425,"2014"
"885","GILA COUNTY JAIL",8,0,0,0,0,-9,0,138,2.7519,3.01743412,"2014"
"886","MARICOPA COUNTY",1,282,2375,8,0,2,0,8066,1,1.078947425,"2014"
"887","MOHAVE COUNTY JAIL",2,0,0,0,0,-9,1,537,2.4167,2.416699886,"2014"
"888","PIMA COUNTY ADULT DETENTION CENTER",1,161,611,114,0,2,1,2061,1,1.078947425,"2014"
"889","PINAL COUNTY JAIL",1,23,346,2,1,2,1,1105,1,1.078947425,"2014"
"890","YUMA COUNTY DETENTION CENTER",1,88,246,1,0,2,0,544,1,1.078947425,"2014"
"891","GARLAND COUNTY CRIMINAL DETENTION FACILITY",8,0,0,0,0,2,1,200,2.7519,3.01743412,"2014"
"892","W. C. DUB BRASSELL ADULT DETENTION FACILITY",12,30,66,0,0,2,5,335,1,1.060606003,"2014"
"893","JOHNSON COUNTY JAIL",10,0,0,0,0,-9,1,55,15.7,16.98163223,"2014"
"894","MILLER COUNTY JAIL",8,0,0,0,0,-9,1,261,2.7519,3.01743412,"2014"
"895","PRAIRIE COUNTY JAIL",10,0,0,0,0,-9,1,22,15.7,16.98163223,"2014"
"896","PULASKI COUNTY REGIONAL DETENTION FACILITY",12,79,320,0,0,2,0,1223,1,1.060606003,"2014"
"897","SEBASTIAN COUNTY ADULT DETENTION CENTER",7,0,0,0,0,-9,0,385,1.4136,1.587581515,"2014"
"898","WASHINGTON COUNTY DETENTION CENTER",7,0,0,0,0,-9,0,582,1.4136,1.587581515,"2014"
"899","CABOT CITY JAIL",10,0,0,0,0,-9,0,2,15.7,16.98163223,"2014"
"900","BRINKLEY CITY JAIL",10,0,0,0,0,-9,0,8,15.7,16.98163223,"2014"
"901","ALAMEDA COUNTY",1.100000024,0,0,0,0,2,0,3380,1,1,"2014"
"902","Amador County Sheriffs Office",9.100000381,0,0,0,0,-9,0,89,-9,1,"2014"
"903","BUTTE COUNTY JAIL",7.099999905,0,0,0,0,-9,0,591,1.4136,1,"2014"
"904","CALAVERAS COUNTY JAIL",9.100000381,0,0,0,0,-9,0,72,5.5377,1,"2014"
"905","Colusa County Sheriffs Office",9.100000381,0,0,0,0,-9,0,74,-9,1,"2014"
"906","CONTRA COSTA COUNTY",1.100000024,104,279,50,1,2,0,1498,1,1,"2014"
"907","Del Norte County Sheriffs Office",8.100000381,0,0,0,0,-9,0,96,-9,1,"2014"
"908","El Dorado County Sheriffs Department",7.099999905,0,0,0,0,-9,0,371,-9,1,"2014"
"909","FRESNO COUNTY",1.100000024,132,502,25,0,2,1,2955,1,1,"2014"
"910","Glenn County Sheriffs Office",8.100000381,0,0,0,0,-9,0,106,-9,1,"2014"
"911","HUMBOLDT COUNTY CORRECTIONAL FACILITY",7.099999905,0,0,0,0,-9,0,368,1.4136,1,"2014"
"912","IMPERIAL COUNTY",7.099999905,0,0,0,0,-9,0,552,1.4136,1,"2014"
"913","INYO COUNTY JAIL",9.100000381,0,0,0,0,-9,0,62,5.5377,1,"2014"
"914","KERN COUNTY",1.100000024,120,429,2,0,2,0,2650,1,1,"2014"
"915","KINGS COUNTY JAIL",7.099999905,0,0,0,0,-9,0,443,1.4136,1,"2014"
"916","LAKE COUNTY HILL ROAD CORRECTIONAL FACILITY",7.099999905,0,0,0,0,-9,0,350,1.4136,1,"2014"
"917","Lassen County Adult Detention Facility",9.100000381,0,0,0,0,-9,1,130,-9,1,"2014"
"918","LOS ANGELES COUNTY - CUSTODY SUPPORT SERVS",1.100000024,479,3688,75,9,2,0,18930,1,1,"2014"
"919","Madera County Department of Corrections",7.099999905,0,0,0,0,-9,0,476,-9,1,"2014"
"920","MARIN COUNTY JAIL MAIN FACILITY",7.099999905,0,0,0,0,-9,0,290,1.4136,1,"2014"
"921","MARIPOSA COUNTY ADULT DETENTION FACILITY",9.100000381,0,0,0,0,-9,0,46,5.5377,1,"2014"
"922","MENDOCINO COUNTY",7.099999905,0,0,0,0,-9,1,274,1.4136,1,"2014"
"923","MERCED COUNTY",7.099999905,0,0,0,0,-9,1,792,1.4136,1,"2014"
"924","Modoc County Sheriffs Office",10.10000038,0,0,0,0,-9,0,29,-9,1,"2014"
"925","Mono County Sheriffs Office",10.10000038,0,0,0,0,-9,0,30,-9,1,"2014"
"926","MONTEREY COUNTY JAIL",1.100000024,44,191,1,0,2,0,990,1,1,"2014"
"927","NAPA COUNTY DEPT. OF CORR. JAIL",7.099999905,0,0,0,0,-9,0,246,1.4136,1,"2014"
"928","Nevada County Sheriffs Office",8.100000381,0,0,0,0,-9,0,225,-9,1,"2014"
"929","ORANGE COUNTY",1.100000024,0,0,68,0,2,0,6890,1,1,"2014"
"930","PLACER COUNTY",7.099999905,0,0,0,0,-9,0,661,1.4136,1,"2014"
"931","Plumas County Corrections Facility",9.100000381,0,0,0,0,-9,0,50,-9,1,"2014"
"932","RIVERSIDE COUNTY",1.100000024,245,1473,30,9,2,0,3837,1,1,"2014"
"933","SACRAMENTO COUNTY",1.100000024,51,174,3,0,2,1,3913,1,1,"2014"
"934","San Benito County Sheriffs Office",8.100000381,0,0,0,0,-9,1,121,-9,1,"2014"
"935","SAN BERNARDINO COUNTY",1.100000024,0,0,27,0,2,0,6944,1,1,"2014"
"936","SAN DIEGO COUNTY",1.100000024,490,858,56,0,2,0,5875,1,1,"2014"
"937","SAN DIEGO CO PROBATION DEPT - CAI",1.100000024,49,76,0,0,2,0,328,1,1,"2014"
"938","SAN JOAQUIN COUNTY SHERIFF'S DEPT. JAIL",1.100000024,80,362,35,0,2,0,1434,1,1,"2014"
"939","SAN LUIS OBISPO COUNTY JAIL",7.099999905,0,0,0,0,-9,1,730,1.4136,1,"2014"
"940","SAN MATEO COUNTY",1.100000024,57,237,22,0,2,0,1078,1,1,"2014"
"941","SANTA BARBARA COUNTY",1.100000024,128,276,25,0,2,0,1006,1,1,"2014"
"942","SANTA CLARA COUNTY",1.100000024,275,919,8,0,2,0,4139,1,1,"2014"
"943","SANTA CRUZ COUNTY",7.099999905,0,0,0,0,-9,1,490,1.4136,1,"2014"
"944","SHASTA COUNTY JAIL",7.099999905,0,0,0,0,-9,0,332,1.4136,1,"2014"
"945","Sierra County Sheriffs Office",10.10000038,0,0,0,0,-9,0,6,-9,1,"2014"
"946","SISKIYOU COUNTY JAIL",9.100000381,0,0,0,0,-9,0,93,5.5377,1,"2014"
"947","SOLANO COUNTY",1.100000024,36,264,0,0,2,0,932,1,1,"2014"
"948","SONOMA COUNTY",1.100000024,89,281,4,0,2,0,1081,1,1,"2014"
"949","STANISLAUS COUNTY",1.100000024,58,280,0,0,2,0,1134,1,1,"2014"
"950","Sutter County Sheriffs Office",7.099999905,0,0,0,0,-9,0,284,-9,1,"2014"
"951","TEHAMA COUNTY JAIL",8.100000381,0,0,0,0,-9,1,200,2.7519,1,"2014"
"952","Trinity County Sheriffs Office",9.100000381,0,0,0,0,-9,0,49,-9,1,"2014"
"953","TULARE COUNTY",1.100000024,104,382,2,0,2,0,1666,1,1,"2014"
"954","TUOLUMNE COUNTY JAIL",8.100000381,0,0,0,0,-9,0,140,2.7519,1,"2014"
"955","VENTURA COUNTY",1.100000024,112,412,19,0,2,0,1668,1,1,"2014"
"956","VENTURA CO WORK FURLOUGH & WORK  RELEASE FAC",1.100000024,11,35,0,0,2,0,75,1,1,"2014"
"957","YOLO COUNTY",7.099999905,0,0,0,0,-9,1,455,1.4136,1,"2014"
"958","YUBA COUNTY JAIL",7.099999905,0,0,0,0,-9,1,404,1.4136,1,"2014"
"959","Glendale City Police Department",5.099999905,0,0,0,0,-9,0,16,-9,1,"2014"
"960","Long Beach Police Department",9.100000381,0,0,0,0,2,0,114,-9,1,"2014"
"961","Anaheim Police Department",5.099999905,0,0,0,0,-9,1,15,-9,1,"2014"
"962","SAN FRANCISCO CITY & COUNTY",1.100000024,166,1001,8,0,2,0,1369,1,1,"2014"
"963","Alhambra City Jail",10.10000038,0,0,0,0,2,1,6,-9,1,"2014"
"964","Geo Group, Inc. (MONTEBELLO CITY JAIL)",5.099999905,0,0,0,0,-9,1,5,-9,1,"2014"
"965","Seal Beach Police Department Detention Center",10.10000038,0,0,0,0,-9,0,9,-9,1,"2014"
"966","ADAMS COUNTY DETENTION FACILITY",1,97,292,16,0,2,0,1025,1,1.078947425,"2014"
"967","ARAPAHOE COUNTY JAIL",1,147,408,0,0,2,1,1052,1,1.078947425,"2014"
"968","BOULDER COUNTY JAIL",7,0,0,0,0,-9,1,524,1.4136,1.587581515,"2014"
"969","EL PASO COUNTY",1,129,474,19,0,2,0,1501,1,1.078947425,"2014"
"970","COMCOR, INC (WORK REL, DIVERSION, TRANS.)",1,37,142,0,0,2,0,327,1,1.078947425,"2014"
"971","GARFIELD COUNTY DETENTION FACILITY",8,0,0,0,0,-9,0,86,2.7519,3.01743412,"2014"
"972","JEFFERSON COUNTY DETENTION FACILITY",1,59,358,0,0,2,0,1238,1,1.078947425,"2014"
"973","LARIMER COUNTY DETENTION CENTER",1,46,173,1,0,2,0,432,1,1.078947425,"2014"
"974","MONTROSE COUNTY SHERIFF'S DEPT. JAIL",8,0,0,0,0,-9,1,104,2.7519,3.01743412,"2014"
"975","PUEBLO COUNTY DETENTION FACILITY",1,10,187,8,0,2,0,603,1,1.078947425,"2014"
"976","TELLER COUNTY JAIL",9,0,0,0,0,-9,0,81,5.5377,5.768437862,"2014"
"977","WASHINGTON COUNTY JUSTICE CENTER",8,0,0,0,0,-9,1,182,2.7519,3.01743412,"2014"
"978","WELD COUNTY JAIL",1,42,222,0,0,2,0,747,1,1.078947425,"2014"
"979","YUMA COUNTY JAIL",10,0,0,0,0,-9,1,25,15.7,16.98163223,"2014"
"980","DENVER COUNTY",1,114,888,0,9,2,0,2188,1,1.078947425,"2014"
"981","D.C. DEPT OF CORRECTIONS",1,202,887,12,0,2,0,2306,1,1.078947425,"2014"
"982","ALACHUA COUNTY",1,72,328,0,0,2,1,862,1,1.078947425,"2014"
"983","BAY COUNTY JAIL & ANNEX - CCA",1,138,271,6,0,2,0,878,1,1.078947425,"2014"
"984","BREVARD COUNTY JAIL COMPLEX",1,146,473,7,0,2,0,1428,1,1.078947425,"2014"
"985","BROWARD COUNTY",1,269,1550,0,0,2,0,4520,1,1.078947425,"2014"
"986","CHARLOTTE COUNTY SHERIFF'S OFFICE JAIL",7,0,0,0,0,-9,0,699,1.4136,1.587581515,"2014"
"987","CLAY COUNTY JAIL",2,0,0,0,0,-9,0,438,2.4167,2.416699886,"2014"
"988","COLLIER COUNTY",1,110,307,0,0,2,0,883,1,1.078947425,"2014"
"989","MIAMI-DADE COUNTY CORR AND REHAB FACILITIES",1,624,2626,0,0,2,1,4980,1,1.078947425,"2014"
"990","FRANKLIN COUNTY JAIL",4,0,0,0,0,-9,0,67,7.5625,8.102678299,"2014"
"991","HAMILTON COUNTY JAIL",9,0,0,0,0,-9,0,45,5.5377,5.768437862,"2014"
"992","HERNANDO COUNTY JAIL",2,0,0,0,0,-9,0,447,2.4167,2.416699886,"2014"
"993","HILLSBOROUGH COUNTY",1,0,0,28,0,2,0,2826,1,1.078947425,"2014"
"994","INDIAN RIVER COUNTY JAIL",1,43,154,0,0,2,0,446,1,1.078947425,"2014"
"995","JACKSON COUNTY CORRECTIONAL FACILITY",2,0,0,0,0,-9,0,202,2.4167,2.416699886,"2014"
"996","JEFFERSON COUNTY JAIL",9,0,0,0,0,-9,1,35,5.5377,5.768437862,"2014"
"997","LAKE COUNTY SHERIFF'S OFFICE DETENTION CENTER",1,58,225,1,0,2,1,795,1,1.078947425,"2014"
"998","LEE COUNTY",1,118,499,0,0,2,0,1649,1,1.078947425,"2014"
"999","LEON COUNTY JAIL",1,4,40,0,0,2,0,1125,1,1.078947425,"2014"
"1000","LEVY COUNTY JAIL",3,0,0,0,0,-9,1,133,4.2917,4.904799461,"2014"
"1001","MANATEE COUNTY CENTRAL JAIL",1,81,322,17,0,2,0,1000,1,1.078947425,"2014"
"1002","MARION COUNTY JAIL",1,99,279,0,0,2,0,1425,1,1.078947425,"2014"
"1003","MARTIN COUNTY JAIL",1,27,150,7,0,2,0,596,1,1.078947425,"2014"
"1004","MONROE COUNTY",1,25,163,0,0,2,1,551,1,1.078947425,"2014"
"1005","OKALOOSA COUNTY DEPT. OF CORRECTIONS JAIL",1,38,159,0,0,2,0,603,1,1.078947425,"2014"
"1006","ORANGE COUNTY",1,614,1581,3,0,2,0,3051,1,1.078947425,"2014"
"1007","PALM BEACH COUNTY",1,319,903,73,0,2,0,2386,1,1.078947425,"2014"
"1008","PASCO COUNTY",1,80,444,6,1,2,0,1476,1,1.078947425,"2014"
"1009","PINELLAS COUNTY CORRECTIONAL FACILITY",1,506,1056,0,0,2,0,2938,1,1.078947425,"2014"
"1010","POLK COUNTY",1,162,516,1,0,2,0,2451,1,1.078947425,"2014"
"1011","PUTNAM COUNTY JAIL",7,0,0,0,0,-9,0,308,1.4136,1.587581515,"2014"
"1012","ST. JOHNS COUNTY DETENTION CENTER",1,35,169,0,0,2,0,422,1,1.078947425,"2014"
"1013","ST LUCIE COUNTY JAIL",1,31,257,0,0,2,0,1226,1,1.078947425,"2014"
"1014","SARASOTA COUNTY JAIL",1,26,195,0,0,2,0,977,1,1.078947425,"2014"
"1015","SEMINOLE CO JOHN POLK CORRECTIONAL FACILITY",1,98,348,5,0,2,0,840,1,1.078947425,"2014"
"1016","TAYLOR COUNTY JAIL",8,0,0,0,0,-9,1,107,2.7519,3.01743412,"2014"
"1017","VOLUSIA COUNTY",1,60,349,29,0,2,0,1471,1,1.078947425,"2014"
"1018","WAKULLA COUNTY JAIL",7,0,0,0,0,-9,0,189,1.4136,1.587581515,"2014"
"1019","WALTON COUNTY JAIL",3,0,0,0,0,-9,0,287,4.2917,4.904799461,"2014"
"1020","JACKSONVILLE CITY",1,130,855,0,0,2,0,3435,1,1.078947425,"2014"
"1021","BARROW COUNTY DETENTION CENTER",4,0,0,0,0,-9,0,269,7.5625,8.102678299,"2014"
"1022","BARTOW COUNTY SHERIFF'S OFFICE JAIL",1,202,280,3,0,2,1,575,1,1.078947425,"2014"
"1023","BIBB COUNTY LAW ENFORCEMENT CENTER",1,35,67,10,0,2,0,881,1,1.078947425,"2014"
"1024","BROOKS COUNTY JAIL",9,0,0,0,0,-9,0,70,5.5377,5.768437862,"2014"
"1025","BULLOCH COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,1,140,1.4136,1.587581515,"2014"
"1026","BULLOCH COUNTY JAIL",7,0,0,0,0,-9,0,113,1.4136,1.587581515,"2014"
"1027","BURKE COUNTY JAIL",8,0,0,0,0,2,0,135,2.7519,3.01743412,"2014"
"1028","CALHOUN COUNTY JAIL",10,0,0,0,0,-9,0,20,15.7,16.98163223,"2014"
"1029","CHATHAM COUNTY SHERIFF'S COMPLEX",1,81,335,4,0,2,0,1513,1,1.078947425,"2014"
"1030","CHEROKEE COUNTY ADULT DETENTION CENTER",1,11,124,3,0,2,0,608,1,1.078947425,"2014"
"1031","CLAYTON COUNTY JAIL",1,50,200,21,0,2,0,1553,1,1.078947425,"2014"
"1032","CLAYTON COUNTY PRISON",1,6,57,4,0,2,0,228,1,1.078947425,"2014"
"1033","COBB CO SHERIFF'S OFFICE JAIL & PRISON UNIT",1,171,438,2,0,2,0,1862,1,1.078947425,"2014"
"1034","COLQUITT COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,2,0,183,1.4136,1.587581515,"2014"
"1035","COLQUITT COUNTY JAIL",7,0,0,0,0,2,5,235,1.4136,1.587581515,"2014"
"1036","CRISP COUNTY JAIL",8,0,0,0,0,2,0,148,2.7519,3.01743412,"2014"
"1037","DAWSON COUNTY DETENTION CENTER",8,0,0,0,0,-9,0,149,2.7519,3.01743412,"2014"
"1038","DECATUR COUNTY CORRECTIONAL INSTITUTION",7,0,0,0,0,-9,1,280,1.4136,1.587581515,"2014"
