"","NAME","STRATUM","TOTALSTAFF","CORRSTAFF","CORRSTAFFF","OTHERSTAFF","OTHERSTAFFF","OTHERSTAFFM","TOTPOP","ADPF","ADP","DESIGNWT","FINALWT","year"
"2911","SANGAMON COUNTY SHERIFFS OFFICE",2,96,66,14,30,14,16,323,37,335,2.71428561,2.79653669,"2018"
"2912","WILL COUNTY SHERIFFS OFFICE",1,276,233,58,43,30,13,668,75,650,1,1.06363636,"2018"
"2913","WINNEBAGO COUNTY SHERIFFS OFFICE",1,174,170,40,4,0,4,883,72,805,1,1.06363636,"2018"
"2914","ALLEN COUNTY SHERIFFS DEPARTMENT",1,135,125,27,10,3,7,984,127,864,1,1.06363636,"2018"
"2915","BLACKFORD COUNTY SHERIFFS OFFICE",9,17,16,5,1,1,0,57,13,60,9,9.77586207,"2018"
"2916","CLARK COUNTY SHERIFFS OFFICE",1,52,41,11,11,6,5,634,136,594,1,1.06363636,"2018"
"2917","DEARBORN COUNTY SHERIFFS OFFICE",7,55,42,16,13,13,0,335,84,312,1.27884614,1.40128886,"2018"
"2918","DUBOIS COUNTY SHERIFFS OFFICE",9,27,18,7,9,4,5,93,14,90,9,9.77586207,"2018"
"2919","ELKHART COUNTY SHERIFFS DEPARTMENT",1,140,100,20,40,30,10,869,162,892,1,1.06363636,"2018"
"2920","HAMILTON COUNTY SHERIFFS OFFICE",7,112,101,15,11,11,0,394,88,382,1.27884614,1.40128886,"2018"
"2921","HENDRICKS COUNTY SHERIFFS DEPARTMENT",8,49,46,6,3,2,1,282,55,260,4.90361452,5.51656634,"2018"
"2922","HOWARD COUNTY SHERIFFS OFFICE",2,73,61,16,12,11,1,429,104,435,2.71428561,2.79653669,"2018"
"2923","JACKSON COUNTY SHERIFFS DEPARTMENT",7,24,20,5,4,2,2,258,50,250,1.27884614,1.40128886,"2018"
"2924","JOHNSON COUNTY SHERIFFS OFFICE",7,75,67,16,8,1,7,389,93,380,1.27884614,1.40128886,"2018"
"2925","KOSCIUSKO COUNTY SHERIFFS OFFICE",7,25,22,4,3,1,2,422,60,330,1.27884614,1.40128886,"2018"
"2926","LAKE COUNTY SHERIFFS OFFICE",1,211,203,60,8,4,4,1101,121,697,1,1.06363636,"2018"
"2927","LAWRENCE COUNTY SHERIFFS OFFICE",8,30,23,6,7,3,4,190,44,178,4.90361452,5.51656634,"2018"
"2928","MORGAN COUNTY SHERIFFS OFFICE",7,66,48,12,18,9,9,330,80,330,1.27884614,1.40128886,"2018"
"2929","PUTNAM COUNTY SHERIFFS OFFICE",8,22,19,6,3,2,1,144,25,138,4.90361452,5.51656634,"2018"
"2930","ST. JOSEPH COUNTY POLICE DEPARTMENT",7,141,104,26,37,21,16,640,81,640,1.27884614,1.40128886,"2018"
"2931","VANDERBURGH COUNTY SHERIFFS OFFICE",7,114,91,17,23,11,12,640,109,663,1.27884614,1.40128886,"2018"
"2932","VIGO COUNTY SHERIFFS OFFICE",2,43,41,11,2,1,1,304,44,292,2.71428561,2.79653669,"2018"
"2933","WABASH COUNTY SHERIFFS DEPARTMENT",9,20,18,4,2,2,0,90,20,90,9,9.77586207,"2018"
"2934","WARREN COUNTY SHERIFFS OFFICE",10,10,10,4,0,0,0,16,3,18,14.89999962,16.58679203,"2018"
"2935","WHITE COUNTY SHERIFFS OFFICE",8,29,15,6,14,6,8,94,23,132,4.90361452,5.51656634,"2018"
"2936","MARION COUNTY JAIL",1,888,322,79,566,386,180,1061,269,1142,1,1.08870968,"2018"
"2937","MARION COUNTY JAIL II - CORECIVIC",1,164,82,44,82,57,25,1210,0,1233,1,1.08870968,"2018"
"2938","CLINTON COUNTY SHERIFFS OFFICE",9,8,4,3,4,1,3,49,9,52,9,9.77586207,"2018"
"2939","LINN COUNTY CORRECTIONAL CENTER",7,103,71,20,32,21,11,373,43,365,1.27884614,1.40128886,"2018"
"2940","LOUISA COUNTY SHERIFFS OFFICE",10,12,12,6,0,0,0,18,3,14,14.89999962,16.58679203,"2018"
"2941","MARION COUNTY SHERIFFS OFFICE",10,15,14,7,1,0,1,39,10,35,14.89999962,16.58679203,"2018"
"2942","MUSCATINE COUNTY SHERIFFS OFFICE",8,60,46,13,14,12,2,262,26,240,4.90361452,5.51656634,"2018"
"2943","POLK COUNTY SHERIFFS OFFICE",1,310,278,54,32,9,23,1063,168,1002,1,1.06363636,"2018"
"2944","SCOTT COUNTY SHERIFFS OFFICE",7,94,77,27,17,9,8,278,46,285,1.27884614,1.40128886,"2018"
"2945","VAN BUREN COUNTY SHERIFFS OFFICE",10,7,5,5,2,2,0,3,3,9,14.89999962,16.58679203,"2018"
"2946","WINNESHIEK COUNTY SHERIFFS OFFICE",10,12,11,8,1,1,0,11,2,10,14.89999962,16.58679203,"2018"
"2947","WRIGHT COUNTY SHERIFFS OFFICE",10,13,11,7,2,1,1,16,2,12,14.89999962,16.58679203,"2018"
"2948","WOODBURY COUNTY SHERIFFS OFFICE",7,62,56,13,6,5,1,200,42,218,1.27884614,1.40128886,"2018"
"2949","JOHNSON COUNTY SHERIFFS OFFICE",7,345,317,43,28,3,25,785,136,773,1.27884614,1.40128886,"2018"
"2950","KINGMAN COUNTY SHERIFFS OFFICE",10,5,5,3,0,0,0,15,2,11,14.89999962,16.58679203,"2018"
"2951","MIAMI COUNTY SHERIFFS OFFICE",10,29,21,4,8,3,5,59,15,62,14.89999962,16.58679203,"2018"
"2952","POTTAWATOMIE COUNTY SHERIFFS OFFICE",10,12,12,1,0,0,0,25,2,20,14.89999962,16.58679203,"2018"
"2953","RILEY COUNTY POLICE DEPARTMENT",5,52,44,17,8,4,4,72,12,82,7.41666651,8.89999981,"2018"
"2954","SEDGWICK COUNTY SHERIFFS OFFICE",1,261,186,38,75,20,55,1135,175,1183,1,1.08870968,"2018"
"2955","SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS",7,198,153,54,45,25,20,552,89,553,1.27884614,1.40128886,"2018"
"2956","THOMAS COUNTY SHERIFFS OFFICE",10,5,4,1,1,0,1,21,3,15,14.89999962,16.58679203,"2018"
"2957","WILSON COUNTY SHERIFFS OFFICE",10,19,17,4,2,1,1,41,20,62,14.89999962,16.58679203,"2018"
"2958","WOODSON COUNTY SHERIFFS OFFICE",10,0,0,0,0,0,0,4,0,4,14.89999962,16.58679203,"2018"
"2959","BOONE COUNTY JAIL",7,69,64,21,5,2,3,578,115,590,1.27884614,1.40128886,"2018"
"2960","CARROLL COUNTY DETENTION CENTER",8,20,16,4,4,3,1,175,113,176,4.90361452,5.51656634,"2018"
"2961","CHRISTIAN COUNTY JAIL",7,84,76,27,8,2,6,835,104,847,1.27884614,1.40128886,"2018"
"2962","DAVIESS COUNTY DETENTION CENTER",7,83,62,14,21,16,5,707,132,722,1.27884614,1.40128886,"2018"
"2963","FLOYD COUNTY DETENTION CENTER",8,30,27,7,3,2,1,195,35,165,4.90361452,5.51656634,"2018"
"2964","FRANKLIN COUNTY REGIONAL JAIL",7,52,32,10,20,4,16,348,62,346,1.27884614,1.40128886,"2018"
"2965","FULTON COUNTY DETENTION CENTER",2,58,56,27,2,1,1,438,33,408,2.71428561,2.79653669,"2018"
"2966","GRAYSON COUNTY DETENTION CENTER",7,120,115,26,5,3,2,654,61,638,1.27884614,1.40128886,"2018"
"2967","HARDIN COUNTY DETENTION CENTER",7,89,82,31,7,3,4,754,154,779,1.27884614,1.40128886,"2018"
"2968","HENDERSON COUNTY DETENTION CENTER",7,90,84,30,6,5,1,768,214,752,1.27884614,1.40128886,"2018"
"2969","KENTON COUNTY DETENTION CENTER",7,128,91,20,37,26,11,818,172,690,1.27884614,1.40128886,"2018"
"2970","MCCRACKEN COUNTY REGIONAL JAIL",7,67,62,12,5,3,2,534,102,529,1.27884614,1.40128886,"2018"
"2971","MARION COUNTY DETENTION CENTER",7,57,40,19,17,10,7,305,24,317,1.27884614,1.40128886,"2018"
"2972","HERMAN FORD DETENTION CENTER",8,27,21,5,6,4,2,264,30,234,4.90361452,5.51656634,"2018"
"2973","MUHLENBERG COUNTY DETENTION CENTER",7,37,31,11,6,6,0,245,35,264,1.27884614,1.40128886,"2018"
"2974","PIKE COUNTY DETENTION CENTER",7,47,38,9,9,3,6,379,97,378,1.27884614,1.40128886,"2018"
"2975","ROWAN COUNTY DETENTION CENTER",8,46,42,15,4,4,0,120,37,123,4.90361452,5.51656634,"2018"
"2976","SHELBY COUNTY DETENTION CENTER",7,33,28,16,5,2,3,348,198,402,1.27884614,1.40128886,"2018"
"2977","WARREN COUNTY REGIONAL JAIL",7,91,77,27,14,10,4,753,122,703,1.27884614,1.40128886,"2018"
"2978","WEBSTER COUNTY DETENTION CENTER",7,43,33,12,10,3,7,295,30,280,1.27884614,1.40128886,"2018"
"2979","LEXINGTON FAYETTE URBAN COUNTY GOVERNMENT DIVISION OF COMMUNITY CORRECTIONS",1,291,268,68,23,8,15,1508,271,1446,1,1.08870968,"2018"
"2980","LOUISVILLE METRO DEPARTMENT OF CORRECTIONS",1,535,409,73,126,92,34,2692,406,2375,1,1.08870968,"2018"
"2981","ADAIR COUNTY REGIONAL JAIL",12,37,34,13,3,0,3,156,31,169,1,1,"2018"
"2982","BOURBON COUNTY REGIONAL DETENTION CENTER",12,40,37,15,3,2,1,277,56,230,1,1.10526316,"2018"
"2983","BIG SANDY REGIONAL DETENTION CENTER",12,32,25,11,7,3,4,355,80,318,1,1.10526316,"2018"
"2984","KENTUCKY RIVER REGIONAL JAIL",12,39,31,7,8,4,4,258,62,261,1,1.10526316,"2018"
"2985","AVOYELLES PARISH SHERIFFS DEPARTMENT",1,112,84,48,28,16,12,621,215,635,1,1.08870968,"2018"
"2986","BOSSIER PARISH SHERIFFS OFFICE",1,150,126,20,24,15,9,1469,104,1411,1,1.08870968,"2018"
"2987","CADDO PARISH SHERIFFS OFFICE",1,534,349,88,185,84,101,1418,146,1421,1,1.08870968,"2018"
"2988","CALCASIEU PARISH SHERIFFS OFFICE",1,282,179,38,103,45,58,1089,138,1175,1,1.08870968,"2018"
"2989","CATAHOULA CORRECTIONAL CENTER",1,80,80,20,0,0,0,738,177,738,1,1.06363636,"2018"
"2990","CATAHOULA PARISH SHERIFFS OFFICE",1,5,5,0,0,0,0,25,0,25,1,1.06363636,"2018"
"2991","CONCORDIA PARISH SHERIFFS OFFICE - CORRECTIONAL FACILITY AND WORK RELEASE",1,98,68,22,30,14,16,538,101,582,1,1.08870968,"2018"
"2992","CONCORDIA PARISH SHERIFFS OFFICE -RIVER CORRECTIONAL CENTER",1,64,48,14,16,11,5,600,0,494,1,1.08870968,"2018"
"2993","CONCORDIA PARISH SHERIFFS OFFICE - CONCORDIA PARISH JAIL",1,6,4,2,2,2,0,37,0,35,1,1.08870968,"2018"
"2994","EAST CARROLL PARISH SHERIFFS OFFICE",1,217,205,22,12,8,4,1222,50,1150,1,1.06363636,"2018"
"2995","GRANT PARISH SHERIFFS OFFICE - DETENTION FACILITY",9,29,18,4,11,3,8,100,2,102,9,9.77586207,"2018"
"2996","IBERIA PARISH SHERIFFS OFFICE",7,63,40,24,23,15,8,395,29,389,1.27884614,1.40128886,"2018"
"2997","JACKSON PARISH CORRECTIONAL CENTER",1,128,87,27,41,22,19,1092,175,1075,1,1.08870968,"2018"
"2998","JEFFERSON PARISH SHERIFFS OFFICE",1,391,376,212,15,13,2,855,98,895,1,1.06363636,"2018"
"2999","JEFFERSON DAVIS PARISH SHERIFFS OFFICE",9,13,13,0,0,0,0,55,4,61,9,9.77586207,"2018"
"3000","LINCOLN PARISH SHERIFFS DEPARTMENT",8,43,32,12,11,8,3,240,20,241,4.90361452,5.51656634,"2018"
"3001","LIVINGSTON PARISH SHERIFFS OFFICE",1,95,83,27,12,11,1,567,103,671,1,1.06363636,"2018"
"3002","MADISON CORRECTIONAL CENTER",1,84,78,16,6,0,6,791,0,651,1,1.06363636,"2018"
"3003","MADISON PARISH JAIL",1,8,8,4,0,0,0,25,0,25,1,1.06363636,"2018"
"3004","MOREHOUSE PARISH SHERIFFS OFFICE",2,33,30,8,3,2,1,160,11,160,2.71428561,2.79653669,"2018"
"3005","OUACHITA PARISH CORRECTIONAL CENTER",1,91,45,13,46,26,20,907,135,903,1,1.08870968,"2018"
"3006","OUACHITA PARISH SHERIFFS OFFICE - TRANSITIONAL WORK PROGRAM",1,22,14,0,8,5,3,149,0,158,1,1.08870968,"2018"
"3007","RAPIDES PARISH SHERIFFS OFFICE",1,61,30,4,31,9,22,1067,57,1091,1,1.08870968,"2018"
"3008","ST. BERNARD SHERIFFS OFFICE",7,20,12,2,8,7,1,200,30,207,1.27884614,1.40128886,"2018"
"3009","ST. CHARLES PARISH SHERIFFS OFFICE",7,123,99,27,24,15,9,529,38,501,1.27884614,1.40128886,"2018"
"3010","ST. LANDRY PARISH SHERIFFS OFFICE",7,69,60,25,9,7,2,225,21,238,1.27884614,1.40128886,"2018"
"3011","ST. TAMMANY PARISH SHERIFFS OFFICE",1,168,125,25,43,27,16,1078,120,1105,1,1.08870968,"2018"
"3012","UNION PARISH DETENTION CENTER",7,72,38,16,34,16,18,321,27,330,1.27884614,1.40128886,"2018"
"3013","WEBSTER PARISH SHERIFFS OFFICE",7,84,75,20,9,7,2,444,0,297,1.27884614,1.40128886,"2018"
"3014","EAST BATON ROUGE PARISH SHERIFFS OFFICE",1,287,277,68,10,7,3,1377,178,1395,1,1.08870968,"2018"
"3015","LAFAYETTE PARISH SHERIFFS OFFICE",1,248,195,104,53,48,5,679,87,792,1,1.06363636,"2018"
"3016","ORLEANS PARISH SHERIFFS OFFICE",1,709,445,293,264,108,156,1376,124,1553,1,1.08870968,"2018"
"3017","TERREBONNE PARISH CRIMINAL JUSTICE COMPLEX",1,130,104,40,26,18,8,659,90,659,1,1.06363636,"2018"
"3018","RICHWOOD CORRECTIONAL CENTER",1,124,105,33,19,13,6,802,0,918,1,1.08870968,"2018"
"3019","RICHLAND PARISH SHERIFFS OFFICE",1,85,60,29,25,15,10,662,255,665,1,1.06363636,"2018"
"3020","YORK COUNTY SHERIFFS OFFICE",7,97,70,12,27,19,8,197,29,197,1.27884614,1.40128886,"2018"
"3021","TWO BRIDGES REGIONAL JAIL",12,55,48,8,7,3,4,143,20,151,1,1.10526316,"2018"
"3022","WALDO COUNTY SHERIFFS OFFICE",12,21,18,4,3,0,3,19,0,23,1,1.5,"2018"
"3023","ANNE ARUNDEL COUNTY DEPARTMENT OF DETENTION FACILITIES",1,329,236,53,93,79,14,1584,73,756,1,1.06363636,"2018"
"3024","BALTIMORE COUNTY DEPARTMENT OF CORRECTIONS",1,457,331,175,126,73,53,2957,150,1147,1,1.08870968,"2018"
"3025","CALVERT COUNTY DETENTION CENTER",3,94,66,15,28,12,16,179,32,185,4.69999981,6.26666641,"2018"
"3026","CAROLINE COUNTY DETENTION CENTER",8,36,29,11,7,4,3,49,11,64,4.90361452,5.51656634,"2018"
"3027","CARROLL COUNTY SHERIFFS OFFICE",7,95,86,20,9,0,9,163,39,208,1.27884614,1.40128886,"2018"
"3028","FREDERICK COUNTY SHERIFFS OFFICE CORRECTIONS BUREAU",7,147,118,25,29,24,5,491,29,300,1.27884614,1.40128886,"2018"
"3029","HOWARD COUNTY DEPARTMENT OF CORRECTION",2,156,144,59,12,9,3,339,27,322,2.71428561,2.79653669,"2018"
"3030","MONTGOMERY COUNTY DEPARTMENT OF CORRECTION AND REHABILITATION",1,506,362,89,144,102,42,1003,60,764,1,1.08870968,"2018"
"3031","PRINCE GEORGES COUNTY DEPARTMENT OF CORRECTIONS",1,662,506,182,156,103,53,1139,55,918,1,1.08870968,"2018"
"3032","ST. MARYS COUNTY DETENTION AND REHABILITATION CENTER",7,88,69,19,19,15,4,233,41,227,1.27884614,1.40128886,"2018"
"3033","WASHINGTON COUNTY SHERIFFS OFFICE",7,153,110,22,43,33,10,367,52,300,1.27884614,1.40128886,"2018"
"3034","WORCESTER COUNTY JAIL",7,91,84,18,7,5,2,328,38,338,1.27884614,1.40128886,"2018"
"3035","DIVISION OF PRETRIAL DETENTION AND SERVICES (DPDS)",1,962,807,487,155,108,47,2007,230,1993,1,1.08870968,"2018"
"3036","BERKSHIRE COUNTY SHERIFFS OFFICE",7,215,137,21,78,35,43,218,0,232,1.27884614,1.40128886,"2018"
"3037","ESSEX COUNTY SHERIFFS DEPARTMENT",1,606,416,68,190,75,115,1464,65,1465,1,1.08870968,"2018"
"3038","HAMPDEN COUNTY CORRECTIONAL CENTER",1,888,457,80,431,216,215,1221,255,1257,1,1.08870968,"2018"
"3039","HAMPSHIRE COUNTY SHERIFFS OFFICE",7,154,107,8,47,31,16,216,0,234,1.27884614,1.40128886,"2018"
"3040","MIDDLESEX SHERIFFS OFFICE",1,646,597,105,49,28,21,855,0,819,1,1.06363636,"2018"
"3041","PLYMOUTH COUNTY SHERIFFS DEPARTMENT",1,509,412,44,97,64,33,952,0,1026,1,1.08870968,"2018"
"3042","SUFFOLK COUNTY SHERIFFS DEPARTMENT - NASHUA STREET JAIL",1,310,246,27,64,37,27,604,0,636,1,1.08870968,"2018"
"3043","SUFFOLK COUNTY SHERIFFS DEPARTMENT - HOUSE OF CORRECTION",1,643,487,77,156,79,77,897,112,986,1,1.08870968,"2018"
"3044","BAY COUNTY SHERIFFS OFFICE",3,41,35,10,6,3,3,196,35,205,4.69999981,6.26666641,"2018"
"3045","BERRIEN COUNTY SHERIFFS OFFICE",2,71,55,16,16,9,7,393,59,369,2.71428561,2.79653669,"2018"
"3046","CALHOUN COUNTY SHERIFFS OFFICE",1,137,122,37,15,5,10,638,110,555,1,1.06363636,"2018"
"3047","CHEBOYGAN COUNTY SHERIFFS OFFICE",5,16,15,6,1,1,0,68,19,74,7.41666651,8.89999981,"2018"
"3048","CLINTON COUNTY SHERIFFS OFFICE",3,28,26,5,2,2,0,217,31,214,4.69999981,6.26666641,"2018"
"3049","DICKINSON COUNTY SHERIFFS OFFICE",5,22,15,3,7,1,6,73,16,75,7.41666651,8.89999981,"2018"
"3050","GENESEE COUNTY SHERIFFS OFFICE",1,130,118,19,12,1,11,786,59,668,1,1.06363636,"2018"
"3051","GRAND TRAVERSE COUNTY SHERIFFS OFFICE",8,42,34,6,8,4,4,162,42,142,4.90361452,5.51656634,"2018"
"3052","HOUGHTON COUNTY SHERIFFS OFFICE",9,11,10,3,1,0,1,41,8,44,9,9.77586207,"2018"
"3053","INGHAM COUNTY SHERIFFS OFFICE",1,160,72,18,88,27,61,550,66,440,1,1.06363636,"2018"
"3054","KENT COUNTY SHERIFFS DEPARTMENT",1,286,221,44,65,26,39,1082,183,1123,1,1.08870968,"2018"
"3055","MACOMB COUNTY SHERIFFS OFFICE",1,251,158,132,93,44,49,1171,196,1161,1,1.08870968,"2018"
"3056","MUSKEGON COUNTY SHERIFFS OFFICE",2,71,51,14,20,10,10,501,99,504,2.71428561,2.79653669,"2018"
"3057","OAKLAND COUNTY SHERIFFS OFFICE",1,353,306,61,47,18,29,1479,211,1355,1,1.08870968,"2018"
"3058","OTTAWA COUNTY SHERIFFS OFFICE",2,86,65,7,21,4,17,384,56,335,2.71428561,2.79653669,"2018"
"3059","ROSCOMMON COUNTY SHERIFFS OFFICE",5,17,13,4,4,2,2,77,18,70,7.41666651,8.89999981,"2018"
"3060","SAGINAW COUNTY SHERIFFS OFFICE",1,33,25,7,8,2,6,667,50,400,1,1.06363636,"2018"
"3061","ST. CLAIR COUNTY SHERIFFS OFFICE",7,120,111,23,9,6,3,487,64,472,1.27884614,1.40128886,"2018"
"3062","SHIAWASSEE COUNTY SHERIFFS OFFICE",4,14,12,4,2,2,0,124,22,118,9,9,"2018"
"3063","WAYNE COUNTY SHERIFFS OFFICE",1,712,593,136,119,78,41,2523,207,1874,1,1.08870968,"2018"
"3064","ANOKA COUNTY WORK RELEASE",7,42,33,14,9,4,5,91,18,117,1.27884614,1.40128886,"2018"
"3065","ANOKA COUNTY SHERIFFS OFFICE",7,80,74,16,6,3,3,204,23,185,1.27884614,1.40128886,"2018"
"3066","BLUE EARTH COUNTY SHERIFFS OFFICE",9,39,36,14,3,2,1,121,12,116,9,9.77586207,"2018"
"3067","CROW WING COUNTY JAIL",8,61,55,13,6,2,4,226,42,223,4.90361452,5.51656634,"2018"
"3068","HENNEPIN COUNTY SHERIFFS OFFICE",1,407,261,62,146,92,54,787,92,806,1,1.08870968,"2018"
"3069","HENNEPIN COUNTY ADULT CORRECTIONS",1,181,138,40,43,31,12,652,76,446,1,1.08870968,"2018"
"3070","KITTSON COUNTY SHERIFFS DEPARTMENT",10,9,7,3,2,1,1,3,1,3,14.89999962,16.58679203,"2018"
"3071","MCLEOD COUNTY SHERIFFS OFFICE",10,17,15,8,2,1,1,42,5,32,14.89999962,16.58679203,"2018"
"3072","MORRISON COUNTY SHERIFFS OFFICE",9,28,20,7,8,5,3,67,3,63,9,9.77586207,"2018"
"3073","RAMSEY COUNTY CORRECTIONAL FACILITY",1,125,86,26,39,18,21,339,72,297,1,1.06363636,"2018"
"3074","RAMSEY COUNTY SHERIFFS OFFICE",1,166,142,39,24,5,19,391,43,405,1,1.06363636,"2018"
"3075","REDWOOD COUNTY SHERIFFS OFFICE",10,10,8,3,2,1,1,17,2,17,14.89999962,16.58679203,"2018"
"3076","RENVILLE COUNTY SHERIFFS OFFICE",9,18,14,6,4,2,2,48,11,62,9,9.77586207,"2018"
"3077","SHERBURNE COUNTY SHERIFFS OFFICE",7,165,123,23,42,35,7,605,50,613,1.27884614,1.40128886,"2018"
"3078","STEARNS COUNTY SHERIFFS OFFICE",8,85,65,25,20,3,17,149,20,146,4.90361452,5.51656634,"2018"
"3079","STEELE COUNTY DETENTION CENTER",9,46,34,11,12,8,4,106,14,109,9,9.77586207,"2018"
"3080","YELLOW MEDICINE COUNTY SHERIFFS OFFICE",10,17,15,7,2,1,1,16,8,25,14.89999962,16.58679203,"2018"
"3081","TRI COUNTY COMMUNITY CORRECTIONS",12,45,36,10,9,5,4,197,43,191,1,1.10526316,"2018"
"3082","ARROWHEAD REGIONAL CORRECTIONS",12,61,34,13,27,16,11,99,0,90,1,1.10526316,"2018"
"3083","ALCORN COUNTY SHERIFFS OFFICE",7,14,12,4,2,2,0,116,20,107,1.27884614,1.40128886,"2018"
"3084","BOLIVAR COUNTY REGIONAL CORRECTIONAL FACILITY",7,55,43,23,12,8,4,388,5,353,1.27884614,1.40128886,"2018"
"3085","CHICKASAW COUNTY SHERIFFS OFFICE",2,54,38,16,16,10,6,298,3,341,2.71428561,2.79653669,"2018"
"3086","HARRISON COUNTY SHERIFFS DEPARTMENT",1,147,123,51,24,14,10,840,131,868,1,1.06363636,"2018"
"3087","HINDS COUNTY SHERIFFS OFFICE",1,359,232,108,127,46,81,615,35,615,1,1.06363636,"2018"
"3088","ISSAQUENA COUNTY SHERIFFS OFFICE",7,9,3,0,6,3,3,7,6,6,1.27884614,1.40128886,"2018"
"3089","ISSAQUENA COUNTY CORRECTIONAL FACILITY",7,43,31,13,12,6,6,312,85,312,1.27884614,1.40128886,"2018"
"3090","JEFFERSON COUNTY SHERIFFS OFFICE - JEFFERSON COUNTY JAIL",7,16,16,9,0,0,0,9,0,10,1.27884614,1.40128886,"2018"
"3091","JEFFERSON COUNTY SHERIFFS OFFICE - JEFFERSON-FRANKLIN CORRECTIONAL FACILITY",7,65,43,19,22,13,9,272,0,274,1.27884614,1.40128886,"2018"
"3092","JONES COUNTY SHERIFFS OFFICE",7,52,34,10,18,10,8,209,27,209,1.27884614,1.40128886,"2018"
"3093","MDOC DIVISION OF INSTITUTIONS - LEAKE COUNTY CORRECTIONAL FACILITY",7,50,37,13,13,10,3,355,15,360,1.27884614,1.40128886,"2018"
"3094","MARION-WALTHALL COUNTY REGIONAL CORRECTIONAL FACILITY",7,70,60,33,10,10,0,414,26,428,1.27884614,1.40128886,"2018"
"3095","LENOIR ROWELL CRIMINAL JUSTICE CENTER",7,39,32,14,7,5,2,220,30,247,1.27884614,1.40128886,"2018"
"3096","RANKIN COUNTY SHERIFFS DEPARTMENT",2,79,65,10,14,4,10,461,97,461,2.71428561,2.79653669,"2018"
"3097","SIMPSON COUNTY ADULT DETENTION CENTER",8,29,25,10,4,1,3,94,11,104,4.90361452,5.51656634,"2018"
"3098","STONE COUNTY REGIONAL CORRECTIONAL FACILITY",7,43,30,14,13,9,4,349,10,341,1.27884614,1.40128886,"2018"
"3099","YAZOO COUNTY REGIONAL CORRECTIONAL FACILITY",7,50,32,17,18,9,9,396,44,453,1.27884614,1.40128886,"2018"
"3100","MDOC DIVISION OF INSTITUTIONS - CARROLL/MONTGOMERY REGIONAL CORRECTIONAL FACILITY",12,42,27,11,15,9,6,312,0,265,1,1.1,"2018"
"3101","MDOC DIVISION OF INSTITUTIONS - HOLMES-HUMPHREYS REGIONAL CORRECTIONS FACILITY",12,35,27,8,8,5,3,250,0,250,1,1.1,"2018"
"3102","MDOC DIVISION OF INSTITUTIONS - KEMPER-NESHOBA COUNTY REGIONAL CORRECTIONS FACILITY",12,29,26,13,3,0,3,313,6,417,1,1.1,"2018"
"3103","WINSTON/CHOCTAW COUNTY REGIONAL CORRECTIONAL FACILITY",12,98,70,30,28,16,12,552,4,298,1,1.1,"2018"
"3104","CAPE GIRARDEAU COUNTY SHERIFFS OFFICE",8,25,20,4,5,0,5,228,38,226,4.90361452,5.51656634,"2018"
"3105","CLARK COUNTY SHERIFFS OFFICE",10,8,7,4,1,1,0,23,7,30,14.89999962,16.58679203,"2018"
"3106","GREENE COUNTY SHERIFFS OFFICE",1,190,175,25,15,10,5,719,108,730,1,1.06363636,"2018"
"3107","HOLT COUNTY SHERIFFS OFFICE",10,0,0,0,0,0,0,4,1,4,14.89999962,16.58679203,"2018"
"3108","JACKSON COUNTY DEPARTMENT OF CORRECTIONS",1,293,219,60,74,39,35,1025,107,794,1,1.06363636,"2018"
"3109","JASPER COUNTY SHERIFFS OFFICE",3,43,34,4,9,3,6,358,33,219,4.69999981,6.26666641,"2018"
"3110","LINCOLN COUNTY SHERIFFS OFFICE",4,37,32,8,5,3,2,201,25,217,9,9,"2018"
"3111","OSAGE COUNTY SHERIFFS OFFICE",10,6,6,3,0,0,0,6,4,9,14.89999962,16.58679203,"2018"
"3112","PERRY COUNTY SHERIFFS OFFICE",10,8,7,3,1,0,1,42,6,39,14.89999962,16.58679203,"2018"
"3113","PLATTE COUNTY SHERIFFS OFFICE",4,35,30,9,5,3,2,194,32,183,9,9,"2018"
"3114","ST. CHARLES COUNTY DEPARTMENT OF CORRECTION",7,165,133,37,32,24,8,455,72,426,1.27884614,1.40128886,"2018"
"3115","ST. LOUIS COUNTY - DEPARTMENT OF JUSTICE SERVICES",1,299,236,79,63,42,21,1620,171,1228,1,1.08870968,"2018"
"3116","SCOTLAND COUNTY SHERIFFS OFFICE",10,8,4,2,4,1,3,3,0,3,14.89999962,16.58679203,"2018"
"3117","SHELBY COUNTY SHERIFFS OFFICE",10,15,14,5,1,1,0,7,1,11,14.89999962,16.58679203,"2018"
"3118","WASHINGTON COUNTY SHERIFFS OFFICE",9,14,10,3,4,4,0,55,10,49,9,9.77586207,"2018"
"3119","WRIGHT COUNTY SHERIFFS OFFICE",10,5,5,2,0,0,0,53,8,54,14.89999962,16.58679203,"2018"
"3120","ST. LOUIS DEPARTMENT OF PUBLIC SAFETY DIVISION OF CORRECTIONS",1,458,386,266,72,40,32,1232,84,1189,1,1.08870968,"2018"
"3121","DAVIESS-DEKALB REGIONAL JAIL",12,49,41,20,8,4,4,152,32,149,1,1.10526316,"2018"
"3122","CHOUTEAU COUNTY SHERIFFS OFFICE",10,6,6,1,0,0,0,15,4,11,14.89999962,16.58679203,"2018"
"3123","MISSOULA COUNTY SHERIFFS OFFICE",2,135,110,29,25,18,7,352,42,361,2.71428561,2.79653669,"2018"
