"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ADPF","ADP","DESIGNWT","FINALWT","year"
"4014","BUFFALO COUNTY SHERIFFS OFFICE",4,5,35,15,113,9,9,"2017"
"4015","DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS",1,67,402,174,1258,1,1.07142857,"2017"
"4016","POLK COUNTY SHERIFFS OFFICE",10,5,12,0,1,14.89999962,17.63673424,"2017"
"4017","SARPY COUNTY SHERIFF'S OFFICE",8,23,62,23,124,4.90361452,5.22622074,"2017"
"4018","LAS VEGAS METROPOLITAN POLICE DEPARTMENT",1,281,1075,640,3789,1,1.07142857,"2017"
"4019","DOUGLAS COUNTY SHERIFF'S OFFICE",9,4,38,12,57,9,9.61016949,"2017"
"4020","ELKO COUNTY SHERIFFS OFFICE",8,3,31,43,176,4.90361452,5.22622074,"2017"
"4021","NYE COUNTY SHERIFFS OFFICE",8,6,28,35,164,4.90361452,5.22622074,"2017"
"4022","WASHOE COUNTY SHERIFFS OFFICE",1,121,363,200,1090,1,1.07142857,"2017"
"4023","HENDERSON POLICE DEPARTMENT",7,37,110,100,502,1.27884614,1.35795003,"2017"
"4024","CITY OF LAS VEGAS DEPARTMENT OF PUBLIC SAFETY",7,130,332,146,776,1.27884614,1.35795003,"2017"
"4025","HILLSBOROUGH COUNTY DEPARTMENT OF CORRECTIONS",1,43,145,93,421,1,1.12380952,"2017"
"4026","ROCKINGHAM COUNTY DEPARTMENT OF CORRECTIONS",2,17,86,5,222,2.71428561,2.88392846,"2017"
"4027","STRAFFORD COUNTY DEPARTMENT OF CORRECTIONS",7,42,101,92,419,1.27884614,1.35795003,"2017"
"4028","BERGEN COUNTY SHERIFF'S OFFICE",1,60,339,52,792,1,1.12380952,"2017"
"4029","CAMDEN COUNTY DEPARTMENT OF CORRECTIONS",1,28,324,112,1113,1,1.07142857,"2017"
"4030","CAPE MAY COUNTY SHERIFFS OFFICE",7,11,96,32,221,1.27884614,1.35795003,"2017"
"4031","ESSEX COUNTY CORRECTIONAL FACILITY",1,69,694,119,2097,1,1.07142857,"2017"
"4032","HUDSON COUNTY DEPARTMENT OF CORRECTIONS",1,100,475,98,1398,1,1.07142857,"2017"
"4033","MERCER COUNTY CORRECTION CENTER",1,42,256,78,638,1,1.12380952,"2017"
"4034","MIDDLESEX COUNTY ADULT CORRECTIONS CENTER",1,45,252,94,814,1,1.12380952,"2017"
"4035","MONMOUTH COUNTY SHERIFFS OFFICE",1,39,325,68,688,1,1.12380952,"2017"
"4036","MORRIS COUNTY SHERIFF'S OFFICE",7,40,191,30,232,1.27884614,1.35795003,"2017"
"4037","OCEAN COUNTY DEPARTMENT OF CORRECTIONS",7,40,246,92,538,1.27884614,1.35795003,"2017"
"4038","PASSAIC COUNTY SHERIFFS OFFICE",1,141,679,49,740,1,1.07142857,"2017"
"4039","SALEM COUNTY SHERIFFS OFFICE",7,35,202,47,296,1.27884614,1.35795003,"2017"
"4040","UNION COUNTY JAIL",1,38,274,48,629,1,1.12380952,"2017"
"4041","WARREN COUNTY DEPARTMENT OF CORRECTIONS",8,13,71,11,74,4.90361452,5.22622074,"2017"
"4042","BERNALILLO COUNTY METROPOLITAN DETENTION CENTER",1,110,536,229,1262,1,1.07142857,"2017"
"4043","CHAVES COUNTY DETENTION CENTER",7,12,82,50,290,1.27884614,1.35795003,"2017"
"4044","CURRY COUNTY DETENTION CENTER",7,19,89,44,244,1.27884614,1.35795003,"2017"
"4045","DONA ANA COUNTY DETENTION CENTER",1,131,324,106,738,1,1.12380952,"2017"
"4046","QUAY COUNTY DETENTION CENTER",9,6,20,10,45,9,9.61016949,"2017"
"4047","RIO ARRIBA COUNTY DETENTION CENTER",8,10,37,16,102,4.90361452,5.22622074,"2017"
"4048","SANDOVAL COUNTY DETENTION CENTER",7,14,110,61,385,1.27884614,1.35795003,"2017"
"4049","VALENCIA COUNTY DETENTION CENTER",8,13,61,29,180,4.90361452,5.22622074,"2017"
"4050","MCKINLEY COUNTY ADULT DETENTION CENTER",12,14,35,30,162,1,1.1,"2017"
"4051","TORRANCE COUNTY DETENTION FACILITY - CCA",1,26,95,44,701,1,1.12380952,"2017"
"4052","ALBANY COUNTY SHERIFF'S OFFICE",1,58,304,102,602,1,1.12380952,"2017"
"4053","BROOME COUNTY SHERIFFS OFFICE",1,34,209,91,516,1,1.12380952,"2017"
"4054","CHAUTAUQUA COUNTY OFFICE OF THE SHERIFF",2,20,125,39,291,2.71428561,2.88392846,"2017"
"4055","DUTCHESS COUNTY JAIL",7,45,235,68,420,1.27884614,1.35795003,"2017"
"4056","MONROE COUNTY SHERIFFS OFFICE",1,29,500,154,1277,1,1.07142857,"2017"
"4057","MONTGOMERY COUNTY SHERIFFS OFFICE",3,10,60,10,112,4.69999981,4.94736822,"2017"
"4058","NIAGARA COUNTY SHERIFF'S OFFICE",2,54,190,58,432,2.71428561,2.88392846,"2017"
"4059","ONONDAGA COUNTY JUSTICE CENTER",1,100,322,80,585,1,1.07142857,"2017"
"4060","ONONDAGA COUNTY DEPARTMENT OF CORRECTION",1,50,216,91,505,1,1.07142857,"2017"
"4061","ORANGE COUNTY SHERIFFS OFFICE",1,86,405,103,689,1,1.12380952,"2017"
"4062","ORLEANS COUNTY SHERIFFS OFFICE",5,7,46,10,65,7.41666651,8.09090892,"2017"
"4063","SARATOGA COUNTY SHERIFF'S OFFICE",3,10,94,29,179,4.69999981,4.94736822,"2017"
"4064","TIOGA COUNTY SHERIFFS OFFICE",4,16,50,15,82,9,9,"2017"
"4065","WESTCHESTER COUNTY DEPARTMENT OF CORRECTION",1,45,869,90,1050,1,1.07142857,"2017"
"4066","NEW YORK CITY DEPARTMENT OF CORRECTION",1,1034,11449,610,9500,1,1.07142857,"2017"
"4067","ALAMANCE COUNTY SHERIFFS OFFICE",2,3,115,54,413,2.71428561,2.88392846,"2017"
"4068","BUNCOMBE COUNTY SHERIFFS OFFICE",2,20,160,68,518,2.71428561,2.88392846,"2017"
"4069","CHATHAM COUNTY SHERIFFS OFFICE",5,12,53,13,76,7.41666651,8.09090892,"2017"
"4070","CHEROKEE COUNTY SHERIFFS OFFICE",8,4,24,22,101,4.90361452,5.22622074,"2017"
"4071","CRAVEN COUNTY SHERIFFS OFFICE",3,6,48,50,280,4.69999981,4.94736822,"2017"
"4072","CUMBERLAND COUNTY SHERIFFS OFFICE",1,54,226,94,766,1,1.12380952,"2017"
"4073","DAVIDSON COUNTY SHERIFFS OFFICE",7,3,34,45,258,1.27884614,1.35795003,"2017"
"4074","DURHAM COUNTY SHERIFFS OFFICE",2,40,225,49,480,2.71428561,2.88392846,"2017"
"4075","EDGECOMBE COUNTY DETENTION CENTER",3,11,69,15,195,4.69999981,4.94736822,"2017"
"4076","FORSYTH COUNTY DETENTION CENTER",1,38,213,77,708,1,1.12380952,"2017"
"4077","GUILFORD COUNTYASHERIFFS OFFICE",1,10,299,137,907,1,1.12380952,"2017"
"4078","HENDERSON COUNTY SHERIFFS OFFICE",3,4,46,28,158,4.69999981,4.94736822,"2017"
"4079","MECKLENBURG COUNTY SHERIFFS OFFICE",1,124,639,147,1526,1,1.07142857,"2017"
"4080","NEW HANOVER COUNTY SHERIFFS OFFICE",1,15,191,80,560,1,1.12380952,"2017"
"4081","PAMLICO COUNTY DETENTION CENTER",9,6,25,12,102,9,9.61016949,"2017"
"4082","RANDOLPH COUNTY JAIL",3,11,64,81,290,4.69999981,4.94736822,"2017"
"4083","RICHMOND COUNTY SHERIFFS OFFICE",4,3,23,12,85,9,9,"2017"
"4084","STOKES COUNTY SHERIFFS OFFICE",9,2,6,16,70,9,9.61016949,"2017"
"4085","WAKE COUNTY SHERIFF'S OFFICE",1,83,517,140,1185,1,1.07142857,"2017"
"4086","BURKE CATAWBA DISTRICT CONFINEMENT FACILITY",12,3,37,46,177,1,1.05,"2017"
"4087","BERTIE-MARTIN REGIONAL JAIL",12,3,22,13,94,1,1,"2017"
"4088","ALBEMARLE DISTRICT JAIL",12,9,54,25,182,1,1.05,"2017"
"4089","CASS COUNTY JAIL",7,19,130,65,322,1.27884614,1.35795003,"2017"
"4090","GRAND FORKS COUNTY CORRECTIONAL CENTER",8,3,64,34,204,4.90361452,5.22622074,"2017"
"4091","BURLEIGH/MORTON DETENTION CENTER",12,13,68,29,229,1,1,"2017"
"4092","HEART OF AMERICA CORRECTIONAL AND TREATMENT CENTER",12,6,31,17,117,1,1.05,"2017"
"4093","LAKE REGION LAW ENFORCEMENT CENTER",12,2,17,14,68,1,1,"2017"
"4094","SOUTHWEST MULTI-COUNTY CORRECTION CENTER (SWMCCC)",12,14,39,11,89,1,1,"2017"
"4095","AUGLAIZE COUNTY SHERIFFS OFFICE",9,11,30,15,55,9,9.61016949,"2017"
"4096","BUTLER COUNTY SHERIFFS OFFICE",1,61,182,196,940,1,1.12380952,"2017"
"4097","CLARK COUNTY SHERIFFS OFFICE",8,16,72,40,213,4.90361452,5.22622074,"2017"
"4098","CLERMONT COUNTY SHERIFFS OFFICE",7,8,91,76,342,1.27884614,1.35795003,"2017"
"4099","COSHOCTON COUNTY SHERIFFS OFFICE",9,4,14,15,65,9,9.61016949,"2017"
"4100","ERIE COUNTY SHERIFFS OFFICE",8,1,36,28,131,4.90361452,5.22622074,"2017"
"4101","FRANKLIN COUNTY SHERIFFS OFFICE",1,150,508,319,2054,1,1.07142857,"2017"
"4102","FRANKLIN COUNTY COMMUNITY BASED CORRECTIONAL FACILITY",1,10,69,42,199,1,1.07142857,"2017"
"4103","GEAUGA COUNTY SHERIFFS OFFICE",8,14,49,21,106,4.90361452,5.22622074,"2017"
"4104","GREENE COUNTY SHERIFFS OFFICE",7,15,91,82,289,1.27884614,1.35795003,"2017"
"4105","HAMILTON COUNTY SHERIFFS OFFICE",1,106,445,300,1501,1,1.07142857,"2017"
"4106","RIVER CITY CORRECTIONAL CENTER",1,59,104,53,197,1,1.07142857,"2017"
"4107","HOLMES COUNTY SHERIFFS OFFICE",10,3,25,7,37,14.89999962,17.63673424,"2017"
"4108","LAKE COUNTY SHERIFFS OFFICE",7,9,92,77,353,1.27884614,1.35795003,"2017"
"4109","LUCAS COUNTY CORRECTIONS CENTER",2,0,0,51,443,2.71428561,2.88392846,"2017"
"4110","MAHONING COUNTY SHERIFFS OFFICE",1,10,122,93,484,1,1.12380952,"2017"
"4111","MIAMI COUNTY SHERIFFS OFFICE",8,3,55,28,170,4.90361452,5.22622074,"2017"
"4112","MONTGOMERY COUNTY SHERIFFS OFFICE",1,8,116,189,856,1,1.12380952,"2017"
"4113","MUSKINGUM COUNTY SHERIFFS OFFICE",8,1,45,41,200,4.90361452,5.22622074,"2017"
"4114","PORTAGE COUNTY SHERIFFS OFFICE",7,7,65,50,218,1.27884614,1.35795003,"2017"
"4115","RICHLAND COUNTY SHERIFFS OFFICE",3,4,71,60,240,4.69999981,4.94736822,"2017"
"4116","SUMMIT COUNTY SHERIFFS OFFICE",7,39,171,109,654,1.27884614,1.35795003,"2017"
"4117","TRUMBULL COUNTY SHERIFFS OFFICE",7,9,81,70,337,1.27884614,1.35795003,"2017"
"4118","WARREN COUNTY SHERIFFS OFFICE",7,3,59,69,306,1.27884614,1.35795003,"2017"
"4119","GREENFIELD POLICE DEPARTMENT",1,1,2,1,2,1,1,"2017"
"4120","SOUTHEASTERN OHIO REGIONAL JAIL",12,14,38,34,198,1,1.05,"2017"
"4121","TRI-COUNTY REGIONAL JAIL",12,9,46,40,175,1,1.05,"2017"
"4122","MULTI-COUNTY CORRECTIONAL CENTER",12,8,51,43,190,1,1.05,"2017"
"4123","CORRECTION CENTER OF NORTHWEST OHIO",12,38,157,100,555,1,1,"2017"
"4124","CHEROKEE COUNTY DETENTION CENTER",8,10,32,30,123,4.90361452,5.22622074,"2017"
"4125","COMANCHE COUNTY DETENTION CENTER",2,17,61,93,455,2.71428561,2.88392846,"2017"
"4126","GARFIELD COUNTY SHERIFFS OFFICE",7,2,38,58,266,1.27884614,1.35795003,"2017"
"4127","GRADY COUNTY CRIMINAL JUSTICE AUTHORITY",1,6,100,61,371,1,1.12380952,"2017"
"4128","JEFFERSON COUNTY SHERIFFS OFFICE",8,10,14,5,28,4.90361452,5.22622074,"2017"
"4129","LOVE COUNTY SHERIFFS OFFICE",1,2,14,9,42,1,1.12380952,"2017"
"4130","OKLAHOMA COUNTY SHERIFFS OFFICE",1,180,457,489,2329,1,1.07142857,"2017"
"4131","OKMULGEE COUNTY CRIMINAL JUSTICE AUTHORITY",7,9,33,53,306,1.27884614,1.35795003,"2017"
"4132","PITTSBURG COUNTY SHERIFF'S OFFICE",8,6,35,26,121,4.90361452,5.22622074,"2017"
"4133","POTTAWATOMIE COUNTY PUBLIC SAFETY CENTER",7,0,51,50,350,1.27884614,1.35795003,"2017"
"4134","PUSHMATAHA COUNTY SHERIFFS OFFICE",10,15,22,7,34,14.89999962,17.63673424,"2017"
"4135","SEQUOYAH COUNTY SHERIFFS OFFICE",9,3,21,31,155,9,9.61016949,"2017"
"4136","TULSA COUNTY SHERIFFS OFFICE",1,28,386,342,1596,1,1.07142857,"2017"
"4137","GEARY POLICE DEPARTMENT",1,0,6,1,2,1,1,"2017"
"4138","BRISTOW POLICE DEPARTMENT",10,1,6,45,230,14.89999962,17.63673424,"2017"
"4139","BENTON COUNTY SHERIFFS OFFICE",10,2,23,7,34,14.89999962,17.63673424,"2017"
"4140","CLACKAMAS COUNTY SHERIFFS OFFICE",1,40,148,74,511,1,1.12380952,"2017"
"4141","DOUGLAS COUNTY SHERIFFS OFFICE",7,3,46,53,224,1.27884614,1.35795003,"2017"
"4142","MULTNOMAH COUNTY SHERIFF'S OFFICE",1,105,486,155,1077,1,1.07142857,"2017"
"4143","POLK COUNTY SHERIFFS OFFICE",8,5,35,32,148,4.90361452,5.22622074,"2017"
"4144","WASHINGTON COUNTY SHERIFF'S OFFICE",1,52,194,101,566,1,1.12380952,"2017"
"4145","LEBANON POLICE DEPARTMENT",1,0,1,4,10,1,1,"2017"
"4146","NORTHERN OREGON REGIONAL CORRECTIONS FACILITY",12,13,40,17,117,1,1.05,"2017"
"4147","ADAMS COUNTY ADULT CORRECTIONAL COMPLEX",2,31,147,57,305,2.71428561,2.88392846,"2017"
"4148","RENEWAL INC.",1,115,190,42,432,1,1.07142857,"2017"
"4149","THE PROGRAM FOR OFFENDERS",1,21,45,25,71,1,1.07142857,"2017"
"4150","ALLEGHENY COUNTY BUREAU OF CORRECTIONS",1,187,668,308,2253,1,1.07142857,"2017"
"4151","ARMSTRONG COUNTY JAIL",8,12,52,24,134,4.90361452,5.22622074,"2017"
"4152","BERKS COUNTY JAIL SYSTEM",1,44,281,126,943,1,1.07142857,"2017"
"4153","BLAIR COUNTY PRISON",7,9,97,66,321,1.27884614,1.35795003,"2017"
"4154","BUCKS COUNTY DEPARTMENT OF CORRECTIONS",1,60,339,216,1080,1,1.07142857,"2017"
"4155","BUTLER COUNTY PRISON",7,4,128,50,342,1.27884614,1.35795003,"2017"
"4156","CAMBRIA COUNTY PRISON",2,23,125,82,474,2.71428561,2.88392846,"2017"
"4157","CARBON COUNTY CORRECTIONAL FACILITY",8,14,61,50,220,4.90361452,5.22622074,"2017"
"4158","CHESTER COUNTY PRISON",1,110,300,88,808,1,1.12380952,"2017"
"4159","CLINTON COUNTY CORRECTIONAL FACILITY",7,16,75,29,240,1.27884614,1.35795003,"2017"
"4160","DAUPHIN COUNTY PRISON",1,67,280,181,1252,1,1.07142857,"2017"
"4161","ERIE COUNTY DEPARTMENT OF CORRECTIONS",1,75,229,98,672,1,1.12380952,"2017"
"4162","FRANKLIN COUNTY JAIL",7,36,124,82,487,1.27884614,1.35795003,"2017"
"4163","JEFFERSON COUNTY JAIL",8,13,53,33,143,4.90361452,5.22622074,"2017"
"4164","LACKAWANNA COUNTY PRISON",1,23,222,133,1109,1,1.12380952,"2017"
"4165","LANCASTER COUNTY PRISON",1,42,258,141,966,1,1.07142857,"2017"
"4166","LAWRENCE COUNTY CORRECTIONS",7,19,76,29,220,1.27884614,1.35795003,"2017"
"4167","LEBANON COUNTY PRISON BOARD",7,52,132,92,529,1.27884614,1.35795003,"2017"
"4168","LEHIGH COUNTY DEPARTMENT OF CORRECTIONS",1,70,281,159,1174,1,1.07142857,"2017"
"4169","LUZERNE COUNTY DIVISION OF CORRECTIONS",1,55,327,123,748,1,1.12380952,"2017"
"4170","MERCER COUNTY PRISON",2,11,80,35,276,2.71428561,2.88392846,"2017"
"4171","MONROE COUNTY CORRECTIONAL FACILITY",2,34,154,61,345,2.71428561,2.88392846,"2017"
"4172","MONTGOMERY COUNTY CORRECTIONAL FACILITY",1,114,353,357,2052,1,1.07142857,"2017"
"4173","NORTHAMPTON COUNTY DEPARTMENT OF CORRECTIONS",1,61,254,115,719,1,1.12380952,"2017"
"4174","PIKE COUNTY CORRECTIONAL FACILITY",7,38,120,35,322,1.27884614,1.35795003,"2017"
"4175","POTTER COUNTY JAIL",9,2,19,0,23,9,9.61016949,"2017"
"4176","TIOGA COUNTY PRISON",8,10,42,17,86,4.90361452,5.22622074,"2017"
"4177","VENANGO COUNTY BOARD OF INSPECTORS",3,9,49,37,156,4.69999981,4.94736822,"2017"
"4178","WASHINGTON COUNTY CORRECTIONAL FACILITY",2,22,85,70,370,2.71428561,2.88392846,"2017"
"4179","WESTMORELAND COUNTY PRISON",1,38,192,105,623,1,1.12380952,"2017"
"4180","YORK COUNTY PRISON",1,116,515,250,2125,1,1.07142857,"2017"
"4181","PHILADELPHIA DEPARTMENT OF PRISONS",1,255,2297,596,6922,1,1.07142857,"2017"
"4182","GEORGE W. HILL CORRECTIONAL FACILITY",1,178,490,298,1769,1,1.07142857,"2017"
"4183","BEAUFORT COUNTY DETENTION CENTER",3,4,75,21,192,4.69999981,4.94736822,"2017"
"4184","HILL-FINKLEA DETENTION CENTER",2,27,93,63,404,2.71428561,2.88392846,"2017"
"4185","CHARLESTON COUNTY SHERIFF'S OFFICE",1,63,371,75,1189,1,1.07142857,"2017"
"4186","DILLON COUNTY DETENTION CENTER",8,2,43,8,127,4.90361452,5.22622074,"2017"
"4187","DORCHESTER COUNTY SHERIFF'S OFFICE",8,29,83,27,216,4.90361452,5.22622074,"2017"
"4188","GREENVILLE COUNTY DETENTION CENTER",1,79,354,243,1377,1,1.07142857,"2017"
"4189","HORRY COUNTY SHERIFFS OFFICE",7,20,116,105,714,1.27884614,1.35795003,"2017"
"4190","LAURENS COUNTY DETENTION CENTER",7,3,56,36,206,1.27884614,1.35795003,"2017"
"4191","LEXINGTON COUNTY SHERIFF'S DEPARTMENT",1,8,94,112,753,1,1.12380952,"2017"
"4192","NEWBERRY COUNTY DETENTION CENTER",4,5,33,10,84,9,9,"2017"
"4193","OCONEE COUNTY SHERIFFS OFFICE",8,5,45,35,177,4.90361452,5.22622074,"2017"
"4194","PICKENS COUNTY PRISON",7,0,14,0,52,1.27884614,1.35795003,"2017"
"4195","PICKENS COUNTY SHERIFFS OFFICE",7,2,28,47,199,1.27884614,1.35795003,"2017"
"4196","ALVIN S. GLENN DETENTION CENTER",1,33,231,64,849,1,1.07142857,"2017"
"4197","SPARTANBURG COUNTY DETENTION FACILITY",1,45,199,123,754,1,1.12380952,"2017"
"4198","ORANGEBURG COUNTY DETENTION CENTER",12,5,49,25,271,1,1.05,"2017"
"4199","SUMTER-LEE REGIONAL DETENTION CENTER",12,2,69,20,201,1,1.1,"2017"
"4200","BROWN COUNTY SHERIFFS OFFICE",10,14,40,14,60,14.89999962,17.63673424,"2017"
"4201","LAWRENCE COUNTY SHERIFFS OFFICE",10,1,14,11,37,14.89999962,17.63673424,"2017"
"4202","MINNEHAHA COUNTY SHERIFFS OFFICE",1,10,40,86,436,1,1.12380952,"2017"
"4203","PENNINGTON COUNTY JAIL",7,61,149,131,587,1.27884614,1.35795003,"2017"
"4204","ROBERTS COUNTY SHERIFFS OFFICE",5,15,31,10,50,7.41666651,8.09090892,"2017"
"4205","ANDERSON COUNTY SHERIFFS DEPARTMENT",7,7,78,57,293,1.27884614,1.35795003,"2017"
"4206","BEDFORD COUNTY SHERIFFS DEPARTMENT",8,5,42,52,218,4.90361452,5.22622074,"2017"
"4207","BENTON COUNTY SHERIFFS OFFICE",9,5,34,16,74,9,9.61016949,"2017"
"4208","BLOUNT COUNTY SHERIFFS OFFICE",7,18,82,131,557,1.27884614,1.35795003,"2017"
"4209","BRADLEY COUNTY SHERIFFS OFFICE",7,5,75,90,515,1.27884614,1.35795003,"2017"
"4210","CARROLL COUNTY SHERIFFS OFFICE",8,5,33,40,127,4.90361452,5.22622074,"2017"
"4211","CLAIBORNE COUNTY SHERIFF'S OFFICE",7,0,45,40,168,1.27884614,1.35795003,"2017"
"4212","COFFEE COUNTY SHERIFFS DEPARTMENT",7,8,65,98,423,1.27884614,1.35795003,"2017"
"4213","CUMBERLAND COUNTY SHERIFF'S OFFICE",8,6,60,45,220,4.90361452,5.22622074,"2017"
"4214","DECATUR COUNTY SHERIFFS OFFICE",10,2,18,11,55,14.89999962,17.63673424,"2017"
"4215","DICKSON COUNTY SHERIFFS OFFICE",7,14,70,65,301,1.27884614,1.35795003,"2017"
"4216","FAYETTE COUNTY SHERIFF'S OFFICE",8,2,26,36,190,4.90361452,5.22622074,"2017"
"4217","GRAINGER COUNTY SHERIFF'S DEPARTMENT",9,2,23,29,113,9,9.61016949,"2017"
"4218","GREENE COUNTY JAIL",7,28,85,110,415,1.27884614,1.35795003,"2017"
"4219","HAMBLEN COUNTY SHERIFFS DEPARTMENT",7,0,56,120,370,1.27884614,1.35795003,"2017"
"4220","HAMILTON COUNTY SHERIFFS OFFICE",1,16,146,6,558,1,1.07142857,"2017"
"4221","SILVERDALE CORRECTIONAL FACILITY - CORECIVIC",1,24,143,265,971,1,1.07142857,"2017"
"4222","HARDIN COUNTY SHERIFF'S DEPARTMENT",8,4,31,30,150,4.90361452,5.22622074,"2017"
"4223","HICKMAN COUNTY SHERIFFS DEPARTMENT",8,0,19,20,140,4.90361452,5.22622074,"2017"
"4224","JEFFERSON COUNTY SHERIFF'S OFFICE",7,9,63,48,238,1.27884614,1.35795003,"2017"
"4225","KNOX COUNTY SHERIFFS OFFICE",1,78,428,298,1272,1,1.07142857,"2017"
"4226","LAUDERDALE COUNTY SHERIFFS DEPARTMENT",8,8,32,21,150,4.90361452,5.22622074,"2017"
"4227","LAWRENCE COUNTY SHERIFFS DEPARTMENT",7,3,41,63,256,1.27884614,1.35795003,"2017"
"4228","MCMINN COUNTY SHERIFF'S OFFICE",7,6,41,82,338,1.27884614,1.35795003,"2017"
"4229","MAURY COUNTY SHERIFFS DEPARTMENT",7,2,60,79,380,1.27884614,1.35795003,"2017"
"4230","MONROE COUNTY SHERIFF'S DEPARTMENT",8,8,29,44,199,4.90361452,5.22622074,"2017"
"4231","MONTGOMERY COUNTY SHERIFFS OFFICE",1,34,204,99,514,1,1.12380952,"2017"
"4232","PUTNAM COUNTY SHERIFFS DEPARTMENT",7,13,77,75,349,1.27884614,1.35795003,"2017"
"4233","ROBERTSON COUNTY SHERIFFS OFFICE",7,10,75,102,521,1.27884614,1.35795003,"2017"
"4234","RUTHERFORD COUNTY CORRECTIONAL WORK CENTER",1,12,49,39,155,1,1.12380952,"2017"
"4235","RUTHERFORD COUNTY SHERIFFS OFFICE",1,36,141,140,766,1,1.12380952,"2017"
"4236","SEVIER COUNTY SHERIFFS OFFICE",7,0,91,128,520,1.27884614,1.35795003,"2017"
"4237","SHELBY COUNTY GOVERNMENT DIVISION OF CORRECTIONS",1,119,476,154,1806,1,1.07142857,"2017"
"4238","SHELBY COUNTY SHERIFFS OFFICE",1,343,1053,254,2605,1,1.07142857,"2017"
"4239","SULLIVAN COUNTY SHERIFFS OFFICE",7,26,121,174,699,1.27884614,1.35795003,"2017"
"4240","SUMNER COUNTY SHERIFFS OFFICE",7,137,261,154,677,1.27884614,1.35795003,"2017"
"4241","WARREN COUNTY SHERIFFS OFFICE",7,7,39,66,310,1.27884614,1.35795003,"2017"
"4242","WASHINGTON COUNTY SHERIFFS OFFICE",7,19,102,132,590,1.27884614,1.35795003,"2017"
"4243","WAYNE COUNTY SHERIFFS OFFICE",8,0,25,39,138,4.90361452,5.22622074,"2017"
"4244","WILLIAMSON COUNTY SHERIFFS OFFICE",7,25,94,59,318,1.27884614,1.35795003,"2017"
"4245","WILSON COUNTY SHERIFFS OFFICE",7,3,115,86,391,1.27884614,1.35795003,"2017"
"4246","DAVIDSON COUNTY SHERIFFS OFFICE",1,567,922,7,1485,1,1.07142857,"2017"
"4247","METRO-DAVIDSON COUNTY DETENTION FACILITY - CORECIVIC",1,110,232,327,1036,1,1.07142857,"2017"
"4248","ANDERSON COUNTY SHERIFF'S OFFICE",8,5,34,32,188,4.90361452,5.22622074,"2017"
"4249","ANGELINA COUNTY SHERIFFS DEPARTMENT",7,6,45,45,267,1.27884614,1.35795003,"2017"
"4250","BASTROP COUNTY SHERIFF'S OFFICE",7,22,49,24,289,1.27884614,1.35795003,"2017"
"4251","BELL COUNTY SHERIFF'S DEPARTMENT",1,2,226,100,767,1,1.12380952,"2017"
"4252","BEXAR COUNTY SHERIFF'S OFFICE",1,322,1178,590,3754,1,1.07142857,"2017"
"4253","BRAZORIA COUNTY SHERIFF'S OFFICE",7,5,145,173,930,1.27884614,1.35795003,"2017"
"4254","BRAZOS COUNTY SHERIFFS OFFICE",1,40,162,98,699,1,1.12380952,"2017"
"4255","BROOKS COUNTY DETENTION CENTER",1,33,168,62,529,1,1.12380952,"2017"
"4256","BROOKS COUNTY SHERIFFS OFFICE",1,0,9,1,18,1,1.12380952,"2017"
"4257","BROWN COUNTY SHERIFFS OFFICE",8,10,38,35,157,4.90361452,5.22622074,"2017"
"4258","BURNET COUNTY SHERIFFS OFFICE",7,6,85,52,471,1.27884614,1.35795003,"2017"
"4259","CALDWELL COUNTY SHERIFFS OFFICE",8,3,49,29,192,4.90361452,5.22622074,"2017"
"4260","CAMERON COUNTY SHERIFFS DEPARTMENT",1,17,311,96,1284,1,1.07142857,"2017"
"4261","CHILDRESS COUNTY SHERIFFS OFFICE",9,1,17,13,62,9,9.61016949,"2017"
"4262","COLLIN COUNTY SHERIFFS OFFICE",1,39,292,153,972,1,1.12380952,"2017"
"4263","COLORADO COUNTY SHERIFFS OFFICE",9,3,22,8,68,9,9.61016949,"2017"
"4264","COMANCHE COUNTY SHERIFFS OFFICE",9,1,15,7,39,9,9.61016949,"2017"
"4265","DALLAS COUNTY SHERIFF'S DEPARTMENT",1,0,2000,700,5320,1,1.07142857,"2017"
"4266","DENTON COUNTY SHERIFFS OFFICE",1,109,439,167,1099,1,1.07142857,"2017"
"4267","DONLEY COUNTY SHERIFFS OFFICE",10,0,7,1,7,14.89999962,17.63673424,"2017"
"4268","ECTOR COUNTY SHERIFF'S OFFICE",7,30,105,100,666,1.27884614,1.35795003,"2017"
"4269","ELLIS COUNTY SHERIFFS OFFICE",7,6,118,72,483,1.27884614,1.35795003,"2017"
"4270","EL PASO COUNTY SHERIFFS OFFICE",1,50,633,234,2358,1,1.07142857,"2017"
"4271","FORT BEND COUNTY SHERIFFS OFFICE",1,17,398,141,1030,1,1.12380952,"2017"
"4272","GALVESTON COUNTY SHERIFFS OFFICE",1,0,109,207,1116,1,1.12380952,"2017"
"4273","GREGG COUNTY SHERIFFS OFFICE",1,13,164,140,718,1,1.12380952,"2017"
"4274","GUADALUPE COUNTY SHERIFFS OFFICE",7,25,95,61,374,1.27884614,1.35795003,"2017"
"4275","HARDIN COUNTY SHERIFF'S OFFICE",8,0,26,40,160,4.90361452,5.22622074,"2017"
"4276","HARRIS COUNTY SHERIFF'S OFFICE",1,528,2479,1164,9329,1,1.07142857,"2017"
